,Unnamed: 0,var_kndvi_maxv_yr,var_kndvi_minv_yr,var_kndvi_amp_yr,var_kndvi_avg_yr,var_kndvi_sd_yr,var_kndvi_maxv_wet,var_kndvi_minv_wet,var_kndvi_med_wet,var_kndvi_cv_wet,var_kndvi_maxv_dry,var_kndvi_minv_dry,var_kndvi_med_dry,var_kndvi_cv_dry,var_kndvi_Jun_20,var_kndvi_Jul_20,var_kndvi_Aug_20,var_kndvi_Sep_20,var_kndvi_Oct_20,var_kndvi_Nov_20,var_kndvi_Dec_20,var_kndvi_Jan_20,var_kndvi_Feb_20,var_kndvi_Mar_20,var_kndvi_Apr_20,var_kndvi_May_20,var_gcvi_maxv_yr,var_gcvi_minv_yr,var_gcvi_amp_yr,var_gcvi_avg_yr,var_gcvi_sd_yr,var_gcvi_maxv_wet,var_gcvi_minv_wet,var_gcvi_med_wet,var_gcvi_cv_wet,var_gcvi_maxv_dry,var_gcvi_minv_dry,var_gcvi_med_dry,var_gcvi_cv_dry,var_gcvi_Jun_20,var_gcvi_Jul_20,var_gcvi_Aug_20,var_gcvi_Sep_20,var_gcvi_Oct_20,var_gcvi_Nov_20,var_gcvi_Dec_20,var_gcvi_Jan_20,var_gcvi_Feb_20,var_gcvi_Mar_20,var_gcvi_Apr_20,var_gcvi_May_20,var_ndmi_maxv_yr,var_ndmi_minv_yr,var_ndmi_amp_yr,var_ndmi_avg_yr,var_ndmi_sd_yr,var_ndmi_maxv_wet,var_ndmi_minv_wet,var_ndmi_med_wet,var_ndmi_cv_wet,var_ndmi_maxv_dry,var_ndmi_minv_dry,var_ndmi_med_dry,var_ndmi_cv_dry,var_ndmi_Jun_20,var_ndmi_Jul_20,var_ndmi_Aug_20,var_ndmi_Sep_20,var_ndmi_Oct_20,var_ndmi_Nov_20,var_ndmi_Dec_20,var_ndmi_Jan_20,var_ndmi_Feb_20,var_ndmi_Mar_20,var_ndmi_Apr_20,var_ndmi_May_20,var_nbr_maxv_yr,var_nbr_minv_yr,var_nbr_amp_yr,var_nbr_avg_yr,var_nbr_sd_yr,var_nbr_maxv_wet,var_nbr_minv_wet,var_nbr_med_wet,var_nbr_cv_wet,var_nbr_maxv_dry,var_nbr_minv_dry,var_nbr_med_dry,var_nbr_cv_dry,var_nbr_Jun_20,var_nbr_Jul_20,var_nbr_Aug_20,var_nbr_Sep_20,var_nbr_Oct_20,var_nbr_Nov_20,var_nbr_Dec_20,var_nbr_Jan_20,var_nbr_Feb_20,var_nbr_Mar_20,var_nbr_Apr_20,var_nbr_May_20,var_kndvi_posv_wet,var_BH,var_SH,var_Chaco,var_Cer,var_poly_ext,var_poly_dst,var_poly_cropbnds,var_poly_area,var_poly_APR,var_poly_NovDecStd,OID_,imgDate,LC5,LC,LC2,HOMONBHD9,PIDi,obs_type,LC_UNQ,PID,XCoord,YCoord,cent_lat,cent_long,sampgroup
4389,4419,4543,865,3678,2827,969,3201,2271,2669,118,2313,865,1518,379,4333,1518,1024,2617,3435,3174,2374,2480,2492,2123,3543,4316,3210,2018,1192,2514,346,2869,2175,2312,102,2547,2018,2074,79,3121,2224,2018,2355,2458,2227,2228,2319,2732,2440,2912,2975,2946,284,2662,861,729,826,396,672,182,828,292,299,484,2184,341,300,300,611,711,533,568,658,284,1079,2650,5550,1104,4446,3017,1172,3659,2672,3089,91,3249,1239,1628,366,5080,1874,1275,2333,3131,3659,2992,2853,3119,1104,3227,4956,3262,1,0,0,0,881,459,2775,0,0,0,5767,1/1/2022,20.0,30.0,30,,0005767_0,direct_GE,30.0,0005767_0,3125580,-3213670,-25.43683596,-55.79067377,D0506_Caaguazu_DJMF
4391,4421,6231,508,5723,2700,2043,4511,508,1361,725,1085,716,968,140,5024,943,977,717,1618,3633,2806,581,508,4373,6184,6005,7720,1419,6301,3610,1926,5102,1419,2401,388,2056,1866,1927,30,4896,1914,1972,2134,2506,4076,3301,1748,1985,5110,7720,6461,4439,264,4175,1371,1452,1594,264,377,688,301,277,299,28,2778,288,299,300,309,1144,880,299,301,2182,4439,4095,7238,368,6870,2613,2476,4252,496,1013,761,566,368,440,127,5308,450,368,639,623,3275,2776,788,568,4083,7238,6927,4511,1,0,0,0,3676,24,10000,13,68,901,5769,1/1/2022,20.0,30.0,30,,0005769_0,direct_GE,30.0,0005769_0,3125800,-3216790,-25.46241886,-55.7849528,D0506_Caaguazu_DJMF
4393,4428,5844,582,5262,3890,1655,5630,582,2671,598,4942,2797,3356,210,5691,4465,3041,2832,3133,582,1877,3351,4915,5844,5744,5538,5735,1657,4078,3861,1319,5470,1657,2745,404,4513,2884,3476,153,5535,4180,3248,2847,2869,1712,2242,3383,4726,5735,5376,5193,4254,295,3959,2367,1528,3807,295,502,975,3627,1219,2157,360,4148,3155,1702,1134,944,295,299,1202,3304,4092,4241,4127,7169,544,6625,4862,2065,6727,544,3194,635,6601,4048,4839,174,6989,6138,4430,3915,3861,544,1995,3713,5750,6893,7126,7039,5844,1,0,0,0,5761,0,10000,46,111,410,5777,1/1/2022,20.0,30.0,30,,0005777_0,direct_GE,31.0,0005777_0,3119630,-3215810,-25.4543829,-55.85352875,D0506_Caaguazu_DJMF
4399,4441,6215,585,5630,3049,1782,6215,775,4234,580,3274,819,2477,396,5967,819,3230,1703,585,4926,5658,3542,775,3698,3159,2375,7982,1539,6443,3493,1688,7982,1663,4166,479,3143,1907,2635,163,6934,1907,2962,2378,1667,5238,5685,3518,1736,2964,3135,3127,4101,258,3843,1415,1279,3894,291,2185,744,618,258,395,288,3853,258,618,319,285,2798,3650,1600,299,1297,1434,905,7012,373,6639,3191,2027,6503,373,4695,651,2668,384,1763,526,6726,384,2585,2462,1247,5272,6246,4118,476,3265,3927,3015,6215,1,0,0,0,3630,0,10000,0,0,0,5790,1/1/2022,20.0,30.0,30,,0005790_0,direct_GE,30.0,0005790_0,3133770,-3215910,-25.45520288,-55.69865035,D0506_Caaguazu_DJMF
4401,4444,6168,669,5499,4111,1759,5552,669,2864,560,5543,3003,3710,229,5859,5138,3340,3041,2581,839,2018,3893,5047,6168,6039,5953,6404,1654,4750,3947,1471,4915,1654,2847,357,4838,2861,3438,187,5477,4422,3209,2821,2378,1654,2370,3470,4051,6404,5909,5534,4648,279,4369,2562,1632,3868,279,521,980,3984,1401,2468,342,4147,3568,2043,1430,947,299,298,1213,3342,4648,4639,4410,7406,426,6980,4977,2220,6251,426,2981,634,6909,4150,5236,175,7013,6539,4791,4111,3555,546,2133,3927,5721,7406,7406,7250,6168,1,0,0,0,2083,9,10000,33,105,158,5793,1/1/2022,20.0,30.0,30,,0005793_0,direct_GE,31.0,0005793_0,3123920,-3211330,-25.41765064,-55.81132294,D0506_Caaguazu_DJMF
4403,4446,6539,493,6046,3052,2301,5953,493,2060,819,1514,596,636,391,4526,871,623,710,4041,5953,3196,501,924,6539,6136,1114,9125,1122,8003,3481,2271,5205,1122,2266,522,2154,1516,1580,131,3101,1889,1516,1674,3533,5205,2803,1304,1664,9125,7355,1930,4824,282,4542,1805,1628,3786,291,872,894,733,294,300,416,2943,316,300,300,1428,3786,1638,299,291,4824,4295,453,7587,319,7268,3515,2622,6542,537,2175,834,2767,319,1144,690,5939,1716,539,400,3580,6542,3956,588,848,7587,6902,2347,5953,1,0,0,0,9135,0,10000,6,55,474,5796,1/1/2022,20.0,30.0,30,,0005796_0,direct_GE,31.0,0005796_0,3128790,-3209160,-25.39986056,-55.76032669,D0506_Caaguazu_DJMF
4404,4448,6173,622,5551,3533,1922,5763,622,3299,555,3442,920,1418,481,5006,2562,920,1717,2422,837,2407,4577,5348,6173,5889,5857,6425,1771,4654,3584,1539,5584,1798,3123,410,2948,1918,2071,153,4088,2479,1949,2177,2327,1802,2526,4263,4935,6425,5604,5195,4770,296,4474,2052,1738,4321,298,824,924,2027,296,425,818,3184,1229,307,300,370,299,380,1925,3888,4770,4453,3977,7509,447,7062,4329,2334,7401,447,3390,638,5026,1544,2890,404,6225,4177,2314,1911,2588,585,2795,4837,6435,7509,7154,7048,5389,1,0,0,0,3730,0,10000,0,0,0,5798,1/1/2022,20.0,30.0,30,,0005798_0,direct_GE,31.0,0005798_0,3124200,-3212750,-25.42929282,-55.80675344,D0506_Caaguazu_DJMF
4405,4449,6249,787,5462,4595,1488,5510,787,4254,406,5568,4332,4525,96,5595,5311,4437,4257,3155,1335,3481,4543,5078,6249,6175,6015,6698,1811,4887,4397,1425,5885,1811,4082,365,4844,3410,3687,132,5303,4445,3528,3349,2758,1832,3422,4633,5666,6698,6204,5648,4808,301,4507,3070,1430,4332,301,2325,684,4094,2659,2921,162,4178,3730,2774,2643,1701,406,1188,2721,3744,4808,4644,4456,7360,1005,6355,5483,1759,7131,1005,4853,406,6712,5203,5324,98,6761,6308,5312,5090,3726,2011,3928,4974,6019,7360,7303,7148,6249,1,0,0,0,484,24,10000,40,135,763,5799,1/1/2022,20.0,30.0,30,,0005799_0,direct_GE,31.0,0005799_0,3124960,-3211430,-25.41847049,-55.79983502,D0506_Caaguazu_DJMF
4408,4453,5935,382,5553,2625,1827,5550,382,1155,948,2441,875,2084,325,2344,2397,1524,867,3906,5529,1861,410,544,4337,5914,772,7263,1324,5939,3024,1530,4789,1324,2354,445,2270,1758,2011,100,2711,2270,1813,1877,3125,4789,2630,1574,2056,4720,6986,1929,3751,216,3535,1318,1204,3499,278,583,935,1014,294,345,512,242,345,498,293,1756,3499,1237,299,278,2473,3751,298,6240,281,5959,2673,1995,6192,281,1095,955,2401,654,1304,423,731,1572,1304,604,3684,6192,2716,422,281,4191,6240,3108,5550,1,0,0,0,2402,7,10000,37,68,1170,5803,1/1/2022,20.0,30.0,30,,0005803_0,direct_GE,30.0,0005803_0,3133250,-3213170,-25.4327364,-55.7072578,D0506_Caaguazu_DJMF
4410,4456,6643,633,6010,3544,2166,6643,633,2925,711,3907,782,2197,428,6115,782,3907,1237,1392,6149,4846,784,1217,6018,6269,3724,9473,1545,7928,4698,2614,9473,1545,4040,614,3606,2036,2957,174,8157,2036,3584,2397,2474,8396,5342,1628,2532,7676,8513,4208,4659,286,4373,2116,1673,4424,296,1429,847,1708,350,1089,445,3978,350,1708,521,389,3834,3090,296,461,4295,4640,2332,7235,569,6666,3918,2432,6915,569,3280,694,4183,1189,2789,391,6734,1189,4014,1571,1138,6310,5570,944,1391,6833,7205,4313,6643,1,0,0,0,1794,2,10000,0,0,0,5806,1/1/2022,20.0,30.0,30,,0005806_0,direct_GE,30.0,0005806_0,3132930,-3212260,-25.42527538,-55.71172765,D0506_Caaguazu_DJMF
4415,4475,6091,435,5656,3156,2219,5389,2497,4223,182,550,435,459,94,605,518,435,624,1113,3037,4517,4010,4844,6091,5820,5889,5998,1831,4167,3552,1414,5091,3053,3917,130,2132,1831,1921,53,1925,2082,1848,1963,2509,3494,4326,3729,4415,5998,5304,5275,4476,296,4180,2128,1669,3955,985,3105,272,300,299,299,1,299,299,300,299,296,1667,3118,3124,3509,4476,4178,3949,7290,454,6836,3780,2693,6039,2662,5403,202,664,507,595,87,454,539,617,668,1590,3230,5427,5388,5671,7290,7049,6899,6091,1,0,0,0,5712,4,10000,52,74,686,5825,1/1/2022,20.0,30.0,30,,0005825_0,direct_GE,31.0,0005825_0,3122330,-3211020,-25.41510912,-55.82905243,D0506_Caaguazu_DJMF
4416,4477,5651,648,5003,3572,1693,5110,2135,4161,215,3365,1166,1577,419,5396,2684,1239,887,978,2676,3932,4627,4729,5269,5058,5524,5353,1579,3774,3729,1301,5298,2305,3886,226,3639,1982,2401,231,5233,3311,2142,1819,1726,2656,3785,4661,4793,5353,4979,4829,4280,290,3990,2421,1578,3846,407,2598,461,3046,290,600,903,4045,2158,319,300,295,902,1886,3034,3671,4177,4128,3988,6728,423,6305,4516,2086,6174,2210,5011,242,5377,1540,3072,396,6477,4677,2523,988,655,3672,4394,5789,5768,6486,6606,6505,5269,1,0,0,0,327,9975,592,64,53,320,5827,1/1/2022,20.0,30.0,30,,0005827_0,direct_GE,31.0,0005827_0,3118910,-3208690,-25.39600759,-55.86894441,D0506_Caaguazu_DJMF
4417,4478,6799,497,6302,3891,2245,6094,497,3741,607,6799,2243,6385,275,5964,6799,5921,1060,895,4143,5543,3340,497,1692,5621,6026,9073,986,8087,4507,2351,7280,986,3559,544,9073,3161,8017,287,5736,9073,6923,2236,1692,4195,5986,3063,986,2348,6024,5961,5343,270,5073,2198,1747,3432,299,1053,800,5343,1282,4947,346,3832,5343,3956,501,299,998,2836,1109,299,273,2937,3824,7712,565,7147,4151,2521,6285,621,3284,635,7712,3261,7316,230,6244,7712,6555,1451,570,3510,5807,3058,1041,1746,5921,6795,6094,1,0,0,0,1889,2,10000,94,161,839,5828,1/1/2022,20.0,30.0,30,,0005828_0,direct_GE,31.0,0005828_0,3119850,-3216000,-25.45594087,-55.85091927,D0506_Caaguazu_DJMF
4418,4482,6251,476,5775,3223,2078,5219,476,1995,754,2896,683,1071,559,4615,1780,802,654,4049,4807,2595,528,731,5917,6251,5817,7735,1234,6501,3902,1967,6247,1234,2811,513,3516,1973,2060,224,4661,2780,1973,1969,3544,5614,3322,1589,1951,6470,7735,5930,4523,270,4253,1850,1538,3250,270,853,854,856,294,303,477,2241,418,298,283,2082,2770,1340,300,270,4276,4523,4112,7272,327,6945,3406,2463,5496,327,2325,782,2372,592,705,609,4494,1282,592,608,3986,4894,2946,340,393,6839,7261,6807,5219,1,0,0,0,4626,100,9951,53,72,1332,5832,1/1/2022,20.0,30.0,30,,0005832_0,direct_GE,30.0,0005832_0,3125950,-3218170,-25.47373528,-55.78184408,D0506_Caaguazu_DJMF
4425,4498,5718,750,4968,3518,1489,4307,750,2548,470,4161,2120,2521,254,4885,3556,2274,2378,3115,3748,968,1805,3523,5461,5718,5374,5351,1959,3392,3321,1120,3776,1959,2594,212,3433,2302,2388,155,4058,3059,2302,2412,2667,2994,1959,2323,3354,5182,5351,4586,3921,299,3622,1698,1358,1908,299,380,740,2650,309,972,702,3280,2009,554,302,799,1326,299,299,715,3296,3921,3554,6778,543,6235,4126,1937,5052,543,2058,634,5674,2861,3684,242,6201,4995,3355,2795,3440,4282,543,1488,3497,6030,6778,6517,5461,1,0,0,0,1562,25,9975,9,53,182,5849,1/1/2022,20.0,30.0,30,,0005849_0,direct_GE,31.0,0005849_0,3121610,-3219320,-25.48316606,-55.82813053,D0506_Caaguazu_DJMF
4427,4505,6424,453,5971,2986,2027,6424,453,2952,702,2387,891,1251,362,5124,1704,1017,918,1876,5881,5341,744,835,4591,6064,1047,8389,1313,7076,3808,2039,8389,1313,3696,586,3409,1932,2137,214,5675,2839,1978,1995,2332,6751,5618,1709,1512,5030,7369,2070,3887,265,3622,1276,1228,3887,285,857,887,300,278,299,25,2440,295,299,299,265,3050,2893,285,290,1728,3174,269,6625,434,6191,2620,2249,6625,471,2143,841,1812,434,520,631,5156,884,470,491,727,5780,5737,717,471,3720,5971,1765,6424,1,0,0,0,2271,0,10000,0,0,0,5856,1/1/2022,20.0,30.0,30,,0005856_0,direct_GE,30.0,0005856_0,3120560,-3214510,-25.44372338,-55.84472736,D0506_Caaguazu_DJMF
4433,4520,5652,501,5151,2621,1794,3755,501,2119,535,1405,784,1061,206,4503,1277,906,758,954,2454,3755,1621,501,5113,5532,4769,5773,1088,4685,3080,1463,3438,1088,2305,326,2509,1755,2052,136,4840,2509,1900,1735,1678,2382,3438,2228,1088,4850,5587,4987,3516,261,3255,1016,1056,792,296,335,423,300,261,299,45,2179,296,299,299,299,410,792,296,298,2015,3129,2339,6339,311,6028,2472,2046,4599,311,1242,775,1750,481,961,365,4754,1168,966,424,593,921,4599,1339,311,4610,5937,5049,3755,1,0,0,0,4558,83,9985,115,103,978,5871,1/1/2022,20.0,30.0,30,,0005871_0,direct_GE,30.0,0005871_0,3119130,-3204350,-25.36043212,-55.87111929,D0506_Caaguazu_DJMF
4435,4523,6660,541,6119,3172,2266,6623,553,4449,630,2772,662,2161,402,6341,662,2638,1607,562,5342,6233,3557,553,4808,5639,749,8856,1333,7523,3913,2386,8856,1333,4520,569,2712,1687,2246,159,8113,1687,2433,2406,1684,5423,7653,3432,1410,4105,6236,1711,4995,244,4751,1857,1769,4481,296,2634,729,716,244,478,345,4690,244,697,342,277,2868,4325,2401,297,2606,4248,294,7661,448,7213,3955,2295,7143,448,5130,563,2565,635,2265,370,7361,635,2402,2594,3372,5499,6863,4761,819,5147,6701,916,6623,1,0,0,0,4357,1,10000,33,112,676,5874,1/1/2022,20.0,30.0,30,,0005874_0,direct_GE,30.0,0005874_0,3133070,-3213740,-25.4374099,-55.70862162,D0506_Caaguazu_DJMF
4438,4529,6444,601,5843,3067,1896,5870,1084,3732,384,2594,641,898,562,6298,1117,672,2599,5771,5870,1895,3121,4111,3556,1524,601,7201,1221,5980,3159,1443,4246,2327,3431,210,2963,1221,1496,316,7201,1849,1221,2627,4693,4246,2327,2960,3566,3471,2091,1896,4679,250,4429,1518,1426,4013,302,1728,717,1848,274,300,972,4679,536,300,427,3012,4013,568,617,2044,1849,284,294,7167,377,6790,3449,2130,6742,2447,3992,310,4221,522,674,895,7167,1990,522,2044,5867,6742,3092,2987,4592,4400,1807,377,5520,1,0,0,0,7558,20,9990,9,30,370,5880,1/1/2022,20.0,30.0,30,,0005880_0,direct_GE,30.0,0005880_0,3127060,-3216990,-25.46405889,-55.77094822,D0506_Caaguazu_DJMF
4442,4535,6407,557,5850,3170,2090,4932,557,2630,622,3309,918,1141,508,6119,2023,918,942,956,3705,4388,799,820,6042,6029,5028,6922,1268,5654,3761,1952,4906,1268,2858,441,4627,2006,2308,338,6762,3764,2026,1931,1606,3357,4088,1699,1325,6652,6922,4932,4336,284,4052,1519,1435,2297,284,631,783,868,292,300,515,3765,332,300,299,297,1147,1900,285,284,3517,3872,2771,7085,306,6779,3131,2471,4913,762,2241,572,3109,325,700,863,6495,1501,579,326,306,3501,4658,762,1534,6404,6764,5579,4932,1,0,0,0,5175,7,10000,193,117,720,5886,1/1/2022,20.0,30.0,30,,0005886_0,direct_GE,31.0,0005886_0,3121420,-3214620,-25.44462532,-55.83519785,D0506_Caaguazu_DJMF
4443,4538,6069,590,5479,3841,1965,5221,2604,4753,177,2925,590,898,632,5546,2121,661,791,1539,3183,4785,4903,4721,6069,5668,5789,6012,1406,4606,3874,1578,5295,2532,4397,180,3218,1406,1713,327,5498,2690,1449,1527,1909,3023,4464,4319,4847,6012,5526,5406,4475,298,4177,2464,1724,4117,342,3394,431,1285,299,307,693,3812,722,301,300,298,686,3034,3326,3795,4475,4308,4238,7380,312,7068,4688,2625,6946,2509,6331,228,4182,316,1226,832,6756,3456,561,312,1183,4283,5572,6348,6314,7344,7087,7159,6069,1,0,0,0,8212,0,10000,34,105,212,5889,1/1/2022,20.0,30.0,30,,0005889_0,direct_GE,31.0,0005889_0,3124730,-3209160,-25.39986056,-55.80475699,D0506_Caaguazu_DJMF
4446,4543,5347,383,4964,2912,1747,4683,3267,3513,113,971,444,497,304,383,449,566,1211,2442,3546,3481,3411,4073,5347,5174,4678,4832,1888,2944,3208,928,4014,2976,3672,101,2261,1888,1949,63,1945,1918,1991,2389,3101,3762,3669,2976,3685,4832,4442,3851,3716,289,3427,1978,1266,3315,2138,2848,122,300,289,299,12,299,299,300,333,1487,2380,2910,2355,2863,3716,3642,2736,6606,296,6310,3626,2338,5858,3870,4979,118,817,296,304,449,304,304,328,983,3007,4124,5154,4079,5132,6528,6606,5813,5347,1,0,0,0,5747,1,10000,72,119,591,5894,1/1/2022,20.0,30.0,30,,0005894_0,direct_GE,31.0,0005894_0,3123350,-3214900,-25.44692118,-55.81377643,D0506_Caaguazu_DJMF
4449,4554,6191,538,5653,3355,2096,6074,538,3804,605,2130,845,1944,281,5308,1944,1572,763,878,4190,5761,3419,538,4710,6191,5407,7827,1155,6672,3997,2224,7567,1155,3741,572,3314,1723,2424,209,5598,2923,2198,1580,1571,4728,6230,3123,1155,4535,7827,6368,4087,275,3812,1674,1482,3929,275,1670,783,301,287,299,17,3020,287,299,299,294,1701,3837,1639,300,1733,3807,3602,6813,400,6413,3545,2337,6600,400,3870,668,2163,420,1771,438,5715,1833,1490,634,1877,3798,6416,3943,512,4269,6714,6437,6074,1,0,0,0,3986,0,10000,28,103,543,5905,1/1/2022,20.0,30.0,30,,0005905_0,direct_GE,30.0,0005905_0,3128580,-3201770,-25.33928616,-55.77044782,D0506_Caaguazu_DJMF
4450,4557,5747,843,4904,2659,1557,4664,1114,4077,348,2595,843,1012,438,5508,1530,843,945,892,3248,4534,4360,1506,1889,2286,3877,5727,1520,4207,2996,1147,4446,1701,3791,261,3680,1856,2065,275,5727,3093,1856,1834,1755,2983,4446,4309,1701,2272,2494,3097,3700,291,3409,1056,967,2771,330,1608,541,834,292,300,488,3320,337,300,299,296,833,2616,1977,603,401,552,977,6497,559,5938,2560,1833,5466,1011,4011,404,2994,559,887,675,6067,1619,723,592,866,3164,5344,4597,1892,1220,1455,3264,4534,1,0,0,0,840,1400,8491,0,0,0,5908,1/1/2022,20.0,30.0,30,,0005908_0,direct_GE,30.0,0005908_0,3120490,-3212920,-25.43068664,-55.84717802,D0506_Caaguazu_DJMF
4451,4558,5598,804,4794,3155,1540,5374,3004,3965,149,2859,1015,1882,362,3231,2611,1452,1208,2261,3583,4129,3850,5029,5598,5251,804,5094,1775,3319,3256,998,4967,2908,3567,160,3103,1775,2282,201,3297,2888,2061,1873,2525,3158,3948,3312,4701,5094,4769,2160,4015,272,3743,1717,1285,3577,1114,2365,246,1420,291,699,507,1089,1188,560,296,402,2612,2324,2406,3311,3950,3867,338,6936,880,6056,3740,1905,6497,3212,4678,174,3409,920,2518,381,3680,3150,2129,880,2132,4235,4923,4573,6097,6729,6778,1422,5598,1,0,0,0,3286,6151,6923,3,28,289,5909,1/1/2022,20.0,30.0,30,,0005909_0,direct_GE,38.0,0005909_0,3125230,-3216460,-25.45971284,-55.79154259,D0506_Caaguazu_DJMF
4453,4564,6226,733,5493,3458,1676,3401,733,1505,524,4815,2468,3039,257,5287,4250,2671,2445,2856,3330,1443,938,1247,4820,5783,6031,5838,1422,4416,3194,1292,2813,1422,1928,226,3767,2438,2906,149,4302,3457,2730,2379,2443,2813,1973,1723,1422,4198,5318,5436,4807,296,4511,2112,1551,1470,296,393,663,3904,1211,2291,387,4012,3430,1788,1005,1062,1140,452,299,334,2567,4262,4721,7510,1110,6400,4636,1974,4381,1110,2055,479,6857,4085,4975,188,6909,6406,4525,3901,3894,4098,1752,1417,2359,5324,7049,7469,6086,1,0,0,0,8730,0,10000,50,156,414,5915,1/1/2022,20.0,30.0,30,,0005915_0,direct_GE,30.0,0005915_0,3119600,-3209460,-25.40231993,-55.86057958,D0506_Caaguazu_DJMF
4458,4575,5873,612,5261,3619,1957,5453,2162,4339,235,2872,612,806,645,5517,1768,739,697,1307,2604,4149,4492,5033,5873,5786,5525,5777,1437,4340,3638,1506,4688,2263,3769,193,3293,1437,1813,304,5777,2591,1647,1485,1807,2542,3750,4012,4210,5519,5513,5333,4785,294,4491,2370,1725,4215,348,2417,532,2079,296,432,862,3958,966,315,300,297,580,2061,2716,3937,4529,4785,4200,7525,669,6856,4662,2443,7244,1975,5279,309,4928,782,2426,558,6787,3719,1693,669,1216,2937,4821,5699,6734,7310,7525,7095,5042,1,0,0,0,2393,0,10000,13,55,331,5926,1/1/2022,20.0,30.0,30,,0005926_0,direct_GE,31.0,0005926_0,3125590,-3211270,-25.41715873,-55.7931098,D0506_Caaguazu_DJMF
4462,4582,5770,449,5321,2273,1529,5770,449,1645,787,2266,908,1337,325,4611,1754,1072,931,1731,5028,3617,728,449,2570,3822,965,6464,1276,5188,2898,1291,6464,1276,2424,547,3288,1955,2232,194,4926,2883,2074,1935,2291,5410,3824,1592,1716,2764,3960,1959,3374,279,3095,756,805,2986,297,521,871,300,279,299,23,2048,298,299,300,317,2058,1520,297,298,450,562,297,6151,304,5847,1821,1739,5600,379,1320,911,1820,304,479,719,4668,986,410,332,415,4472,3931,472,379,1619,3926,929,5770,1,0,0,0,985,0,10000,83,132,760,5933,1/1/2022,20.0,30.0,30,,0005933_0,direct_GE,30.0,0005933_0,3120290,-3214200,-25.44118157,-55.84801106,D0506_Caaguazu_DJMF
4463,4585,6307,476,5831,3235,2218,6164,476,1971,804,2192,660,1000,410,6156,1000,958,889,2387,5961,3553,554,659,5709,6005,5233,7753,1126,6627,3865,2118,7753,1126,3023,612,2653,1565,1858,178,7624,1858,1789,1981,3044,7212,3778,1393,1818,6108,6187,4656,4572,266,4306,1765,1588,3819,289,488,957,1257,286,300,751,4210,366,300,299,266,3300,1963,300,290,3427,3920,3479,7349,431,6918,3436,2506,6479,498,1891,765,3661,431,774,839,6997,2179,442,656,1377,5920,3952,721,498,6112,6554,6230,6164,1,0,0,0,3286,3,10000,15,76,969,5936,1/1/2022,20.0,30.0,30,,0005936_0,direct_GE,30.0,0005936_0,3130280,-3212510,-25.42732509,-55.74046497,D0506_Caaguazu_DJMF
4466,4593,5622,3886,1736,4650,485,5375,3886,4605,104,4571,3954,4150,52,4531,4496,3954,4600,4500,5193,4036,4195,4772,5238,5622,5015,5257,3230,2027,4272,487,4652,3230,3956,95,4496,3782,4189,58,4529,4496,3782,4095,3731,4652,3805,3991,3230,4900,5257,4683,3585,1166,2419,2155,689,3185,1166,2142,284,1650,1225,1369,97,1916,1400,1225,1754,2113,2582,1166,1758,2523,3183,3585,2661,6238,3618,2620,4619,769,5860,4031,4696,112,4121,3618,3686,41,3984,3679,3618,4160,4371,5189,4031,4491,5128,5831,6238,5371,5622,1,0,0,0,0,0,0,0,0,0,5944,1/1/2022,40.0,30.0,30,,0005944_0,direct_GE,40.0,0005944_0,3130630,-3200860,-25.33182816,-55.74898124,D0506_Caaguazu_DJMF
4467,4594,6453,570,5883,3359,1994,5935,628,3742,539,6355,1028,4582,490,6266,6220,3016,758,692,5378,5218,3238,671,1279,3711,4518,7787,1205,6582,3786,1874,6250,1303,3660,426,7307,2219,5088,366,7159,7067,4083,1847,1445,5278,4898,3098,1303,2250,3314,4155,5058,286,4772,1762,1529,3113,299,1271,752,5058,295,3244,607,4293,4778,2123,286,288,2235,2989,861,299,293,1194,2559,7322,499,6823,3592,2182,5938,499,3888,597,7322,1888,5607,363,6725,7070,4585,911,1065,4799,5678,3469,499,1127,3670,4578,5935,1,0,0,0,7226,2,10000,12,75,565,5945,1/1/2022,20.0,30.0,30,,0005945_0,direct_GE,30.0,0005945_0,3129240,-3200630,-25.32994321,-55.76443175,D0506_Caaguazu_DJMF
4468,4595,6140,821,5319,3441,2140,5583,821,3009,557,3408,881,1022,582,5859,2112,881,1089,1589,821,2006,3918,5294,6140,5903,6075,6436,1553,4883,3836,1895,5926,1553,2969,464,3791,1819,2055,290,6150,3025,1879,1854,1861,1553,2501,3750,5926,6256,6390,5976,4722,296,4426,2146,1857,4036,296,791,898,2066,299,300,967,4330,867,299,300,299,300,531,1731,3819,4610,4450,4578,7310,601,6709,4110,2668,6908,661,3310,583,4876,743,1967,585,7049,3476,1517,601,863,1063,2772,4452,6646,7306,7057,7310,6140,1,0,0,0,3188,63,9995,0,0,0,5946,1/1/2022,20.0,30.0,30,,0005946_0,direct_GE,30.0,0005946_0,3125490,-3215460,-25.45151298,-55.78975875,D0506_Caaguazu_DJMF
